Title,Link,Country,Keywords,Sentiment Score,Sentiment,Impact on Country
Newsletter Signup,https://www.defensenews.com/newsletters/,United States,"Gibraltar Gree, Kingdom Afghanistan, Afghanistan Albania, Albania Algeria, Algeria American",-0.010492058,Neutral,Likely Negative
"Defense News, Covering the politics, business and technology of defense",https://www.defensenews.com/events/,Unknown,"CALENDAR Click, EVENTS CALENDAR, Events Newsletter, upcoming events, defense EVENTS",-0.389026046,Negative,Likely Negative
Defense News RSS Feeds,https://www.defensenews.com/m/defense-news-rss-feeds/,Unknown,"RSS Feeds, Feeds, RSS, Defense",0.374060422,Positive,Likely Positive
Advertising,https://www.defensenews.com/m/advertising/,Unknown,Advertising,0.374060422,Positive,Likely Positive
Contact Us,https://www.defensenews.com/m/contact-us/,Unknown,"Customer Service, Subscription Services, Subscription, Service team, email",-0.08208092,Negative,Likely Negative
Editorial Contacts,https://www.defensenews.com/editorial-contacts/,Unknown,"Sightline Media, General Assignment, Media Group, Air Warfare, Naval Warfare",-0.688998957,Negative,Likely Negative
About Us,https://www.defensenews.com/m/about-us/,Unknown,"Media Group, Sightline Media, magazine circulates, decision makers, Defense",0.948653408,Positive,Likely Positive
Jobs at Sightline Media Group,https://boards.greenhouse.io/sightlinemediagroup?gh_src=cpxe2a1,Unknown,"Sightline Media, Media Group, alerts Subscribe, Group Job, Job alerts",-0.49147439,Negative,Likely Negative
The War Zone,https://www.twz.com/,Unknown,"Bunker Talk, n’t Cover, War Zone, Zone Bunker, Week Bunker",-0.492158353,Negative,Likely Negative
News & Features,https://www.twz.com/category/news-features,Unknown,"Bunker Talk, n’t Cover, Features Bunker, Week Bunker, Talk",-0.492158353,Negative,Likely Negative
Artificial Intelligence,https://www.twz.com/category/artificial-intelligence,Unknown,"Navy Ship, Artificial Intelligence, Deploy Artificial, Intelligence System, Intelligence Destroyer",0.522898386,Positive,Likely Positive
Bunker Talk,https://www.twz.com/category/bunker-talk,Unknown,"Bunker Talk, n’t Cover, Talk Bunker, Week Bunker, Talk",-0.492158353,Negative,Likely Negative
Cyber Warfare,https://www.twz.com/category/cyber-warfare,Unknown,"Abrams Tank, Tank Tested, Cyber Warfare, Abrams, Hacked",-0.789493735,Negative,Likely Negative
Espionage,https://www.twz.com/category/espionage,Unknown,"Spy Balloon, Balloon Wreck, Wreck Found, Alaskan Fishermen, Spy",-0.762321453,Negative,Likely Negative
Procurement,https://www.twz.com/category/procurement,Unknown,"Percent Pricier, Air Force, Force CCA, CCA Drones, Percent",-0.498911142,Negative,Likely Negative
Terrorism,https://www.twz.com/category/terrorism,Unknown,"Gaza Beachhead, Beachhead, Set, Gaza, Risks",-0.697147963,Negative,Likely Negative
History,https://www.twz.com/category/history,Unknown,"Navy Deck, Sailor Poets, Deck Logs, Navy, Sailor",0.486836076,Positive,Likely Positive
Around The Globe,https://www.twz.com/category/around-the-globe,Unknown,"Radiation Shield, Hole Blasted, Globe Hole, Shield, Blasted",-0.499333739,Negative,Likely Negative
Continuity Of Government,https://www.twz.com/category/continuity-of-government,Unknown,"Doomsday Ships, Ships Ready, Nuclear Armageddon, Doomsday Planes, Doomsday",-0.948103062,Negative,Likely Negative
Bunkers & Installations,https://www.twz.com/category/bunkers-installations,Unknown,"Cargo Jet, Assad Fled, Syrian, Cargo, Mystery",-0.763152142,Negative,Likely Negative
News & Features,https://www.twz.com/category/news-features,Unknown,"Bunker Talk, n’t Cover, Features Bunker, Week Bunker, Talk",-0.492158353,Negative,Likely Negative
Air,https://www.twz.com/category/air,Unknown,"Jamming Pod, Next-Generation Jamming, Growler, Jamming, Pod",-0.91561451,Negative,Likely Negative
Air Forces,https://www.twz.com/category/air-forces,Unknown,"Silver Bullet’, Overseas Trip, Bullet’ Airstream, Airstream Trailer, Trailer Pod",-0.351947337,Negative,Likely Negative
Airships & Blimps,https://www.twz.com/category/airships-blimps,Unknown,"Spy Balloon, Balloon Wreck, Wreck Found, Alaskan Fishermen, Spy",-0.762321453,Negative,Likely Negative
Military Aviation History,https://www.twz.com/category/military-aviation-history,Unknown,"Future Stratofortress, Aviation History, Military Aviation, Future, Stratofortress",0.496109933,Positive,Likely Positive
Naval Aviation,https://www.twz.com/category/naval-aviation,Unknown,"Mock War, Pacific Island, Naval Aviation, Marine, Fought",-0.969572856,Negative,Likely Negative
Fighters,https://www.twz.com/category/fighters,Unknown,"Jamming Pod, Next-Generation Jamming, Growler, Jamming, Pod",-0.91561451,Negative,Likely Negative
Attack,https://www.twz.com/category/attack,Unknown,"Prior Year, Year, Warthogs, Boneyard, Double",0.277635813,Positive,Likely Positive
Aggressors,https://www.twz.com/category/aggressors,Unknown,"Aggressors Marine, Marine, Delivers, Destined, Aggressors",0.286771579,Positive,Likely Positive
Air,https://www.twz.com/category/air,Unknown,"Jamming Pod, Next-Generation Jamming, Growler, Jamming, Pod",-0.91561451,Negative,Likely Negative
Sea,https://www.twz.com/category/sea,Unknown,"Jamming Pod, Next-Generation Jamming, Growler, Jamming, Pod",-0.91561451,Negative,Likely Negative
Navies,https://www.twz.com/category/navies,Unknown,"Jamming Pod, Next-Generation Jamming, Growler, Jamming, Pod",-0.91561451,Negative,Likely Negative
Naval History,https://www.twz.com/category/naval-history,Unknown,"Navy Deck, Sailor Poets, Deck Logs, Naval History, Navy",0.486836076,Positive,Likely Positive
Amphibious Operations,https://www.twz.com/category/amphibious-operations,Unknown,"Phalanx CIWS, Sailors Talk, Operations Sailors, Mailman Sailors, Amphibious Operations",-0.192863939,Negative,Likely Negative
U.S. Marine Corps,https://www.twz.com/category/us-marine-corps,Unknown,"Mock War, Pacific Island, Marine Corps, Marine, Fought",-0.969572856,Negative,Likely Negative
Carriers,https://www.twz.com/category/carriers,Unknown,"Friendly Fire, Shot, Friendly, Fire, Jets",-0.287263719,Negative,Likely Negative
Big Deck Amphibious Assault Ships,https://www.twz.com/category/big-deck-amphibious-assault-ships,Russia,"Assault Ships, Amphibious Assault, Ships Russia, Cursed Aircraft, Aircraft Carrier",-0.911050414,Negative,Likely Negative
Amphibious Assault Ships,https://www.twz.com/category/amphibious-assault-ships,Unknown,"Royal Navy, Amphibious Warships, Assault Ships, Ships Royal, Warships Royal",0.281564474,Positive,Likely Positive
Sea Bases,https://www.twz.com/category/sea-bases,Unknown,"Base Ships, Sea Base, Sea Bases, Bases Navy, Sea",-0.385290957,Negative,Likely Negative
Cruisers,https://www.twz.com/category/cruisers,Unknown,"Friendly Fire, Shot, Friendly, Fire, Jets",-0.287263719,Negative,Likely Negative
Destroyers,https://www.twz.com/category/destroyers,Unknown,"Navy Deck, Sailor Poets, Deck Logs, Navy, Sailor",0.486836076,Positive,Likely Positive
Sea,https://www.twz.com/category/sea,Unknown,"Jamming Pod, Next-Generation Jamming, Growler, Jamming, Pod",-0.91561451,Negative,Likely Negative
Land,https://www.twz.com/category/land,Russia,"Rocket Launcher, Launcher Disguised, Civilian Truck, Artillery Rocket, Russia Artillery",-0.746507465,Negative,Likely Negative
Armies,https://www.twz.com/category/armies,Unknown,"Howitzer Barrels, Armies Ukraine, Howitzer, Army, Burning",-0.49925831,Negative,Likely Negative
Land Warfare History,https://www.twz.com/category/land-warfare-history,Unknown,"Clandestine Army, Army Unit, Highly Relevant, Warfare History, Land Warfare",0.181101654,Positive,Likely Positive
Tanks,https://www.twz.com/category/tanks,Unknown,"Air Defense, Defense Systems, Leopard Tanks, Skyranger, Tanks",-0.371327519,Negative,Likely Negative
Armored Vehicles,https://www.twz.com/category/armored-vehicles,Unknown,"Features Iron, Iron Fist, Fist Protection, Armored Vehicles, Bradley",0.49072057,Positive,Likely Positive
Light Vehicles,https://www.twz.com/category/light-vehicles,Russia,"Rocket Launcher, Launcher Disguised, Civilian Truck, Artillery Rocket, Vehicles Artillery",-0.746507465,Negative,Likely Negative
Unmanned Ground Vehicles,https://www.twz.com/category/unmanned-ground-vehicles,Unknown,"HIMARS Launcher, Launcher Truck, Truck Firing, Unmanned HIMARS, Ground Vehicles",-0.763531174,Negative,Likely Negative
Artillery,https://www.twz.com/category/artillery,Unknown,"Howitzer Barrels, Artillery Ukraine, Howitzer, Army, Burning",-0.49925831,Negative,Likely Negative
Tactical Ballistic Missiles,https://www.twz.com/category/tactical-ballistic-missiles,Unknown,"Mobile Launcher, HIMARS Emerges, Ballistic Missiles, Missiles Mobile, Emerges Mobile",-0.934665747,Negative,Likely Negative
MRBMs/IRBMs,https://www.twz.com/category/mrbms-irbms,Unknown,"Missiles Landing, IRBMs Iran, Miles, Carrier, Missiles",-0.499267459,Negative,Likely Negative
Land-Based Conventional Hypersonic Weapons,https://www.twz.com/category/land-based-conventional-hypersonic-weapons,Unknown,"Dark Eagle, Missile Launchers, Hypersonic Missile, Conventional Hypersonic, Hypersonic Weapons",-0.494760513,Negative,Likely Negative
Anti-Aircraft Artillery (AAA),https://www.twz.com/category/anti-aircraft-artillery,Unknown,"Gepard Air, Air Defense, Defense Vehicles, Anti-Aircraft Artillery, Jordan",-0.314827843,Negative,Likely Negative
Man-Portable Air Defense Systems (MANPADS),https://www.twz.com/category/man-portable-air-defense-systems,Unknown,"Starstreak Missiles, Ukrainian Troops, Defense Systems, Air Defense, Man-Portable Air",-0.497331113,Negative,Likely Negative
Counter-Unmanned Aerial Vehicles (C-UAS),https://www.twz.com/category/counter-unmanned-aerial-vehicles,Unknown,"Counter-Drone Strategy’, Aerial Vehicles, Counter-Unmanned Aerial, Strategy’, Unveiled",-0.413237005,Negative,Likely Negative
Land,https://www.twz.com/category/land,Russia,"Rocket Launcher, Launcher Disguised, Civilian Truck, Artillery Rocket, Russia Artillery",-0.746507465,Negative,Likely Negative
Space,https://www.twz.com/category/space,Unknown,"Track Moving, Moving Air, Ground Targets, Part, Space",0.851863726,Positive,Likely Positive
U.S. Space Force,https://www.twz.com/category/us-space-force,Unknown,"Track Moving, Moving Air, Ground Targets, Space Force, Part",0.851863726,Positive,Likely Positive
War In Space,https://www.twz.com/category/war-in-space,Unknown,"Track Moving, Moving Air, Ground Targets, Part, Space",0.851863726,Positive,Likely Positive
NASA,https://www.twz.com/category/nasa,Unknown,"NASA Check, Satellite Check, Satellite, Images, Orbit",-0.491249919,Negative,Likely Negative
Russian Space Program,https://www.twz.com/category/russian-space-program,Unknown,"Top Secret, Secret Soviet, Soviet Space, Space Program, Russian Space",0.690361174,Positive,Likely Positive
Chinese Space Program,https://www.twz.com/category/chinese-space-program,Unknown,"Chinese Satellite, Space Program, Chinese Space, Chinese, Satellite",0.387081832,Positive,Likely Positive
Orbital Systems,https://www.twz.com/category/orbital-systems,Unknown,"Game Changing, Secret Constellation, Orbital Systems, Updated, Changing",0.496970773,Positive,Likely Positive
Anti-Satellite Capabilities,https://www.twz.com/category/anti-satellite-capabilities,Unknown,"Anti-Satellite Capabilities, Blowing, Satellites, Missiles, Tests",-0.499570608,Negative,Likely Negative
Launch Vehicles,https://www.twz.com/category/launch-vehicles,Unknown,"Extended Payload, Payload Module, Launch Vehicles, Space, Extended",0.35348925,Positive,Likely Positive
Space,https://www.twz.com/category/space,Unknown,"Track Moving, Moving Air, Ground Targets, Part, Space",0.851863726,Positive,Likely Positive
Nuclear,https://www.twz.com/category/nuclear,Unknown,"Dreadnought Class, Class Ballistic, Ballistic Missile, Missile Submarine, Submarine Design",0.900848485,Positive,Likely Positive
Nuclear Command And Control,https://www.twz.com/category/nuclear-command-and-control,Unknown,"Doomsday Ships, Ships Ready, Doomsday Planes, Nuclear Armageddon, Nuclear Command",-0.948103062,Negative,Likely Negative
Nuclear Power,https://www.twz.com/category/nuclear-power,Unknown,"Radiation Shield, Hole Blasted, Power Hole, Nuclear Power, Shield",-0.499333739,Negative,Likely Negative
Nuclear Propulsion,https://www.twz.com/category/nuclear-propulsion,Unknown,"North Korea, Publicizing Weapons, Weapons Tests, Tests Overseen, Kim Jong",-0.906723166,Negative,Likely Negative
Nuclear Policy,https://www.twz.com/category/nuclear-policy,Unknown,"Fleet Nuclear-Capable, Nuclear Policy, Entire, Fleet, Make",-0.264313638,Negative,Likely Negative
Nuclear History,https://www.twz.com/category/nuclear-history,Unknown,"Plutonium Pit, Warhead Produced, Nuclear Warhead, Nuclear History, Years",-0.448268652,Negative,Likely Negative
Nuclear Proliferation,https://www.twz.com/category/nuclear-proliferation,Unknown,"Commando Raid, Syria Sends, Underground Bases, Israeli Commando, Proliferation Israeli",-0.495324761,Negative,Likely Negative
Nuclear Ballistic Missiles,https://www.twz.com/category/nuclear-ballistic-missiles,Unknown,"Dreadnought Class, Class Ballistic, Missile Submarine, Ballistic Missile, Submarine Design",0.900848485,Positive,Likely Positive
