Country,Trade Type,Partner Country,Value (Million USD),Year
algeria,Import,Germany,$3.02B,2016
algeria,Import,United States,$2.32B,2016
algeria,Import,Turkey,$1.94B,2016
algeria,Import,Argentina,$1.33B,2016
algeria,Import,Brazil,$1.21B,2016
algeria,Import,South Korea,$1.09B,2016
angola,Import,China,$2.44B,2023
angola,Import,Portugal,$1.71B,2023
angola,Import,United Arab Emirates,$1.09B,2023
angola,Import,India,$1.03B,2023
angola,Import,United States,$890.30M,2023
angola,Import,Togo,$852.17M,2023
angola,Import,United Kingdom,$775.35M,2023
angola,Import,South Korea,$664.80M,2023
angola,Import,Brazil,$577.92M,2023
angola,Import,Italy,$560.52M,2023
benin,Import,India,$590.45M,2022
benin,Import,China,$544.15M,2022
benin,Import,France,$307.51M,2022
benin,Import,United Arab Emirates,$264.66M,2022
benin,Import,Nigeria,$185.78M,2022
benin,Import,United States,$164.66M,2022
benin,Import,Thailand,$149.53M,2022
benin,Import,Belgium,$134.19M,2022
benin,Import,Turkey,$103.98M,2022
benin,Import,Togo,$103.93M,2022
botswana,Import,South Africa,$4.17B,2023
botswana,Import,Namibia,$495.96M,2023
botswana,Import,Canada,$311.98M,2023
botswana,Import,China,$210.14M,2023
botswana,Import,India,$174.43M,2023
botswana,Import,Zambia,$132.85M,2023
botswana,Import,Armenia,$114.20M,2023
botswana,Import,Mozambique,$98.69M,2023
botswana,Import,United States,$85.18M,2023
botswana,Import,Belgium,$79.64M,2023
burkina-faso,Import,China,$1.02B,2024
burkina-faso,Import,Ivory Coast,$981.50M,2024
burkina-faso,Import,Russia,$751.38M,2024
burkina-faso,Import,Ghana,$573.33M,2024
burkina-faso,Import,France,$303.70M,2024
burkina-faso,Import,India,$294.38M,2024
burkina-faso,Import,Belgium,$246.43M,2024
burkina-faso,Import,United States,$181.48M,2024
burkina-faso,Import,Senegal,$153.80M,2024
burkina-faso,Import,Japan,$112.39M,2024
burundi,Import,Saudi Arabia,$185.10M,2022
burundi,Import,China,$178.28M,2022
burundi,Import,United Arab Emirates,$174.94M,2022
burundi,Import,Tanzania,$114.35M,2022
burundi,Import,India,$106.74M,2022
burundi,Import,Uganda,$75.34M,2022
burundi,Import,Kenya,$67.58M,2022
burundi,Import,Japan,$41.07M,2022
burundi,Import,Belgium,$31.40M,2022
burundi,Import,Zambia,$27.41M,2022
cameroon,Import,China,$1.19B,2021
cameroon,Import,France,$623.87M,2021
cameroon,Import,India,$504.61M,2021
cameroon,Import,Russia,$475.21M,2021
cameroon,Import,Belgium,$266.45M,2021
cameroon,Import,Turkey,$242.27M,2021
cameroon,Import,Germany,$216.99M,2021
cameroon,Import,United States,$197.74M,2021
cameroon,Import,Netherlands,$196.54M,2021
cameroon,Import,Ukraine,$185.31M,2021
cape-verde,Import,Portugal,$534.94M,2023
cape-verde,Import,Saudi Arabia,$201.95M,2023
cape-verde,Import,Spain,$146.40M,2023
cape-verde,Import,Netherlands,$145.12M,2023
cape-verde,Import,France,$110.03M,2023
cape-verde,Import,China,$96.89M,2023
cape-verde,Import,United Arab Emirates,$74.43M,2023
cape-verde,Import,United States,$69.59M,2023
cape-verde,Import,India,$53.23M,2023
cape-verde,Import,Brazil,$45.42M,2023
central-african-republic,Import,China,$125.98M,2023
central-african-republic,Import,Cameroon,$114.99M,2023
central-african-republic,Import,France,$83.05M,2023
central-african-republic,Import,Ivory Coast,$47.81M,2023
central-african-republic,Import,Japan,$37.57M,2023
central-african-republic,Import,India,$32.00M,2023
central-african-republic,Import,United States,$29.79M,2023
central-african-republic,Import,United Arab Emirates,$24.59M,2023
central-african-republic,Import,Congo,$20.66M,2023
central-african-republic,Import,Belgium,$18.35M,2023
chad,Import,France,$88.82M,1995
chad,Import,Cameroon,$33.84M,1995
chad,Import,Nigeria,$25.24M,1995
chad,Import,United States,$13.93M,1995
chad,Import,Italy,$6.44M,1995
chad,Import,China,$6.25M,1995
chad,Import,Japan,$5.09M,1995
chad,Import,Spain,$3.39M,1995
chad,Import,Central African Republic,$3.00M,1995
chad,Import,Germany,$2.96M,1995
comoros,Import,United Arab Emirates,$143.96M,2021
comoros,Import,France,$36.94M,2021
comoros,Import,Pakistan,$31.70M,2021
comoros,Import,China,$21.24M,2021
comoros,Import,Vietnam,$12.70M,2021
comoros,Import,India,$12.35M,2021
comoros,Import,Turkey,$12.20M,2021
comoros,Import,Japan,$7.10M,2021
comoros,Import,Tanzania,$6.24M,2021
comoros,Import,Mauritius,$5.09M,2021
congo,Import,China,$6.77B,2023
congo,Import,United Arab Emirates,$3.01B,2023
congo,Import,South Africa,$2.09B,2023
congo,Import,India,$1.66B,2023
congo,Import,Belgium,$1.28B,2023
congo,Import,Saudi Arabia,$1.04B,2023
congo,Import,Tanzania,$889.92M,2023
congo,Import,Bahrain,$823.36M,2023
congo,Import,United States,$621.16M,2023
congo,Import,Zambia,$531.20M,2023
djibouti,Import,China,$935.98M,2023
djibouti,Import,India,$766.99M,2023
djibouti,Import,United Arab Emirates,$605.93M,2023
djibouti,Import,Turkey,$490.57M,2023
djibouti,Import,Saudi Arabia,$451.98M,2023
djibouti,Import,Indonesia,$293.69M,2023
djibouti,Import,Malaysia,$224.32M,2023
djibouti,Import,Japan,$216.56M,2023
djibouti,Import,Oman,$215.62M,2023
djibouti,Import,Singapore,$142.69M,2023
egypt,Import,China,$12.94B,2023
egypt,Import,United States,$5.40B,2023
egypt,Import,Saudi Arabia,$5.21B,2023
egypt,Import,Russia,$4.96B,2023
egypt,Import,Germany,$4.10B,2023
egypt,Import,Italy,$3.23B,2023
egypt,Import,India,$3.23B,2023
egypt,Import,Brazil,$2.97B,2023
egypt,Import,Turkey,$2.78B,2023
egypt,Import,Kuwait,$2.70B,2023
eritrea,Import,United States,$68.90M,2003
eritrea,Import,United Arab Emirates,$52.93M,2003
eritrea,Import,Italy,$50.07M,2003
eritrea,Import,Saudi Arabia,$45.38M,2003
eritrea,Import,India,$27.11M,2003
eritrea,Import,Turkey,$17.54M,2003
eritrea,Import,Djibouti,$11.99M,2003
eritrea,Import,China,$11.85M,2003
eritrea,Import,United Kingdom,$11.73M,2003
eritrea,Import,Netherlands,$10.45M,2003
ethiopia,Import,China,$5.57B,2023
ethiopia,Import,India,$1.64B,2023
ethiopia,Import,Kuwait,$1.33B,2023
ethiopia,Import,Saudi Arabia,$1.13B,2023
ethiopia,Import,United States,$1.08B,2023
ethiopia,Import,Morocco,$676.62M,2023
ethiopia,Import,Turkey,$619.98M,2023
ethiopia,Import,United Arab Emirates,$471.92M,2023
ethiopia,Import,Egypt,$454.68M,2023
ethiopia,Import,Japan,$381.94M,2023
gabon,Import,South Korea,$560.40M,2023
gabon,Import,France,$548.59M,2023
gabon,Import,China,$489.73M,2023
gabon,Import,United States,$318.36M,2023
gabon,Import,India,$164.20M,2023
gabon,Import,Germany,$136.01M,2023
gabon,Import,Japan,$121.14M,2023
gabon,Import,Panama,$120.64M,2023
gabon,Import,United Kingdom,$111.36M,2023
gabon,Import,Singapore,$110.14M,2023
gambia,Import,Denmark,$1.61B,2023
gambia,Import,Senegal,$139.75M,2023
gambia,Import,India,$87.76M,2023
gambia,Import,China,$86.60M,2023
gambia,Import,Belgium,$74.88M,2023
gambia,Import,Ivory Coast,$57.80M,2023
gambia,Import,Turkey,$40.02M,2023
gambia,Import,United Arab Emirates,$39.42M,2023
gambia,Import,Togo,$32.03M,2023
gambia,Import,Brazil,$29.07M,2023
ghana,Import,China,$3.07B,2023
ghana,Import,Netherlands,$1.57B,2023
ghana,Import,India,$1.06B,2023
ghana,Import,Russia,$1.05B,2023
ghana,Import,United States,$993.41M,2023
ghana,Import,Belgium,$759.99M,2023
ghana,Import,United Arab Emirates,$620.87M,2023
ghana,Import,United Kingdom,$504.75M,2023
ghana,Import,Switzerland,$365.89M,2023
ghana,Import,South Africa,$311.20M,2023
guinea,Import,Ivory Coast,$660.80M,2017
guinea,Import,China,$341.79M,2017
guinea,Import,Spain,$259.30M,2017
guinea,Import,Netherlands,$234.52M,2017
guinea,Import,Belgium,$212.50M,2017
guinea,Import,India,$199.24M,2017
guinea,Import,United States,$171.30M,2017
guinea,Import,France,$143.87M,2017
guinea,Import,United Arab Emirates,$78.82M,2017
guinea,Import,Singapore,$65.34M,2017
guinea-bissau,Import,Senegal,$45.72M,2005
guinea-bissau,Import,Portugal,$41.56M,2005
guinea-bissau,Import,Thailand,$7.80M,2005
guinea-bissau,Import,Netherlands,$6.67M,2005
guinea-bissau,Import,France,$3.61M,2005
guinea-bissau,Import,China,$2.67M,2005
guinea-bissau,Import,Gambia,$1.75M,2005
guinea-bissau,Import,Morocco,$559.68K,2005
guinea-bissau,Import,Guinea,$382.48K,2005
guinea-bissau,Import,Spain,$364.48K,2005
ivory-coast,Import,China,$2.80B,2023
ivory-coast,Import,Nigeria,$2.64B,2023
ivory-coast,Import,France,$1.05B,2023
ivory-coast,Import,India,$982.74M,2023
ivory-coast,Import,United States,$736.13M,2023
ivory-coast,Import,Belgium,$647.80M,2023
ivory-coast,Import,Germany,$578.91M,2023
ivory-coast,Import,Croatia,$559.60M,2023
ivory-coast,Import,Russia,$499.08M,2023
ivory-coast,Import,Morocco,$426.32M,2023
kenya,Import,China,$3.28B,2023
kenya,Import,United Arab Emirates,$2.94B,2023
kenya,Import,India,$1.92B,2023
kenya,Import,Saudi Arabia,$1.04B,2023
kenya,Import,Malaysia,$859.86M,2023
kenya,Import,United States,$807.35M,2023
kenya,Import,Japan,$695.41M,2023
kenya,Import,Russia,$590.39M,2023
kenya,Import,South Africa,$548.33M,2023
kenya,Import,Egypt,$353.73M,2023
lesotho,Import,South Africa,$1.37B,2023
lesotho,Import,China,$156.18M,2023
lesotho,Import,India,$17.02M,2023
lesotho,Import,Japan,$15.83M,2023
lesotho,Import,Zambia,$12.01M,2023
lesotho,Import,Vietnam,$10.45M,2023
lesotho,Import,Hong Kong,$8.88M,2023
lesotho,Import,Mozambique,$8.58M,2023
lesotho,Import,United States,$7.20M,2023
lesotho,Import,United Arab Emirates,$5.76M,2023
liberia,Import,Ivory Coast,$656.34M,2023
liberia,Import,China,$361.76M,2023
liberia,Import,India,$340.89M,2023
liberia,Import,United States,$80.60M,2023
liberia,Import,Japan,$58.68M,2023
liberia,Import,Brazil,$42.69M,2023
liberia,Import,United Arab Emirates,$41.45M,2023
liberia,Import,Indonesia,$38.17M,2023
liberia,Import,Turkey,$35.02M,2023
liberia,Import,Egypt,$31.97M,2023
libya,Import,China,$2.45B,2019
libya,Import,Turkey,$2.07B,2019
libya,Import,Italy,$1.39B,2019
libya,Import,United Arab Emirates,$1.35B,2019
libya,Import,Egypt,$830.67M,2019
libya,Import,South Korea,$631.88M,2019
libya,Import,Netherlands,$595.29M,2019
libya,Import,Tunisia,$538.05M,2019
libya,Import,Germany,$503.14M,2019
libya,Import,Spain,$468.33M,2019
madagascar,Import,China,$818.47M,2023
madagascar,Import,Oman,$648.80M,2023
madagascar,Import,France,$540.70M,2023
madagascar,Import,India,$420.68M,2023
madagascar,Import,South Africa,$267.23M,2023
madagascar,Import,United Arab Emirates,$241.11M,2023
madagascar,Import,Belgium,$190.63M,2023
madagascar,Import,Mauritius,$188.38M,2023
madagascar,Import,Malaysia,$146.97M,2023
madagascar,Import,Egypt,$117.22M,2023
malawi,Import,China,$546.12M,2023
malawi,Import,South Africa,$488.62M,2023
malawi,Import,United Arab Emirates,$388.78M,2023
malawi,Import,India,$220.17M,2023
malawi,Import,Tanzania,$210.99M,2023
malawi,Import,Zambia,$127.49M,2023
malawi,Import,Mozambique,$102.77M,2023
malawi,Import,United Kingdom,$98.57M,2023
malawi,Import,Kuwait,$89.68M,2023
malawi,Import,Japan,$80.44M,2023
mali,Import,Senegal,$1.14B,2019
mali,Import,China,$795.91M,2019
mali,Import,Ivory Coast,$536.20M,2019
mali,Import,France,$401.05M,2019
mali,Import,India,$156.13M,2019
mali,Import,Germany,$149.87M,2019
mali,Import,United States,$142.26M,2019
mali,Import,Italy,$125.78M,2019
mali,Import,South Africa,$117.64M,2019
mali,Import,Niger,$109.89M,2019
mauritania,Import,United Arab Emirates,$888.44M,2023
mauritania,Import,Spain,$615.14M,2023
mauritania,Import,Belgium,$519.64M,2023
mauritania,Import,China,$385.99M,2023
mauritania,Import,France,$334.26M,2023
mauritania,Import,Morocco,$224.95M,2023
mauritania,Import,Brazil,$223.36M,2023
mauritania,Import,United States,$185.53M,2023
mauritania,Import,Indonesia,$158.23M,2023
mauritania,Import,Malaysia,$151.71M,2023
mauritius,Import,China,$993.08M,2023
mauritius,Import,United Arab Emirates,$695.75M,2023
mauritius,Import,India,$642.61M,2023
mauritius,Import,South Africa,$457.16M,2023
mauritius,Import,France,$384.05M,2023
mauritius,Import,Germany,$208.23M,2023
mauritius,Import,Japan,$191.80M,2023
mauritius,Import,Oman,$177.94M,2023
mauritius,Import,Spain,$149.95M,2023
mauritius,Import,Italy,$138.15M,2023
morocco,Import,Spain,$11.07B,2023
morocco,Import,China,$7.50B,2023
morocco,Import,France,$7.47B,2023
morocco,Import,United States,$5.97B,2023
morocco,Import,Turkey,$3.61B,2023
morocco,Import,Germany,$3.49B,2023
morocco,Import,Italy,$3.40B,2023
morocco,Import,Saudi Arabia,$2.34B,2023
morocco,Import,Portugal,$1.64B,2023
morocco,Import,Brazil,$1.56B,2023
mozambique,Import,South Africa,$2.34B,2023
mozambique,Import,China,$1.55B,2023
mozambique,Import,United Arab Emirates,$1.04B,2023
mozambique,Import,India,$807.02M,2023
mozambique,Import,Singapore,$616.88M,2023
mozambique,Import,Bahrain,$342.97M,2023
mozambique,Import,Portugal,$268.89M,2023
mozambique,Import,Saudi Arabia,$266.43M,2023
mozambique,Import,Japan,$217.70M,2023
mozambique,Import,Malaysia,$209.34M,2023
namibia,Import,South Africa,$2.58B,2023
namibia,Import,China,$646.56M,2023
namibia,Import,India,$485.65M,2023
namibia,Import,United Arab Emirates,$314.86M,2023
namibia,Import,Namibia,$283.37M,2023
namibia,Import,United States,$243.42M,2023
namibia,Import,Saudi Arabia,$236.77M,2023
namibia,Import,Peru,$217.70M,2023
namibia,Import,Oman,$163.52M,2023
namibia,Import,Germany,$156.00M,2023
niger,Import,China,$859.08M,2023
niger,Import,France,$761.48M,2023
niger,Import,India,$364.19M,2023
niger,Import,Nigeria,$208.26M,2023
niger,Import,United Arab Emirates,$164.47M,2023
niger,Import,Belgium,$73.68M,2023
niger,Import,Japan,$73.30M,2023
niger,Import,United States,$63.94M,2023
niger,Import,Thailand,$50.47M,2023
niger,Import,Togo,$40.66M,2023
nigeria,Import,China,$11.95B,2023
nigeria,Import,Singapore,$9.33B,2023
nigeria,Import,Belgium,$6.12B,2023
nigeria,Import,India,$5.23B,2023
nigeria,Import,United States,$4.04B,2023
nigeria,Import,Netherlands,$3.27B,2023
nigeria,Import,Malta,$2.25B,2023
nigeria,Import,South Korea,$1.73B,2023
nigeria,Import,Saudi Arabia,$1.51B,2023
nigeria,Import,Russia,$1.51B,2023
republic-of-the-congo,Import,China,$784.64M,2022
republic-of-the-congo,Import,Angola,$408.12M,2022
republic-of-the-congo,Import,France,$349.65M,2022
republic-of-the-congo,Import,Belgium,$238.18M,2022
republic-of-the-congo,Import,Germany,$208.24M,2022
republic-of-the-congo,Import,United States,$135.60M,2022
republic-of-the-congo,Import,Gabon,$124.28M,2022
republic-of-the-congo,Import,Cameroon,$108.92M,2022
republic-of-the-congo,Import,India,$108.66M,2022
republic-of-the-congo,Import,South Africa,$101.86M,2022
rwanda,Import,China,$1.08B,2022
rwanda,Import,Tanzania,$567.86M,2022
rwanda,Import,Kenya,$478.76M,2022
rwanda,Import,India,$475.55M,2022
rwanda,Import,United Arab Emirates,$419.05M,2022
rwanda,Import,Saudi Arabia,$161.89M,2022
rwanda,Import,South Africa,$130.80M,2022
rwanda,Import,Belgium,$125.83M,2022
rwanda,Import,Indonesia,$107.86M,2022
rwanda,Import,Turkey,$103.01M,2022
sao-tome-and-principe,Import,Portugal,$66.42M,2023
sao-tome-and-principe,Import,Togo,$28.73M,2023
sao-tome-and-principe,Import,Angola,$25.18M,2023
sao-tome-and-principe,Import,Japan,$10.24M,2023
sao-tome-and-principe,Import,Turkey,$9.58M,2023
sao-tome-and-principe,Import,China,$8.30M,2023
sao-tome-and-principe,Import,United States,$4.61M,2023
sao-tome-and-principe,Import,Gabon,$4.24M,2023
sao-tome-and-principe,Import,Brazil,$3.52M,2023
sao-tome-and-principe,Import,India,$2.42M,2023
senegal,Import,France,$1.43B,2023
senegal,Import,China,$1.29B,2023
senegal,Import,Nigeria,$1.02B,2023
senegal,Import,Russia,$828.44M,2023
senegal,Import,India,$797.79M,2023
senegal,Import,Belgium,$689.07M,2023
senegal,Import,United Arab Emirates,$615.63M,2023
senegal,Import,Netherlands,$338.21M,2023
senegal,Import,Spain,$298.28M,2023
senegal,Import,Turkey,$290.39M,2023
seychelles,Import,United Arab Emirates,$505.50M,2023
seychelles,Import,Spain,$132.68M,2023
seychelles,Import,France,$106.61M,2023
seychelles,Import,South Africa,$98.35M,2023
seychelles,Import,India,$94.28M,2023
seychelles,Import,China,$61.14M,2023
seychelles,Import,Singapore,$45.30M,2023
seychelles,Import,United Kingdom,$44.25M,2023
seychelles,Import,Mauritius,$44.15M,2023
seychelles,Import,Italy,$32.07M,2023
sierra-leone,Import,China,$197.95M,2018
sierra-leone,Import,United Arab Emirates,$82.57M,2018
sierra-leone,Import,Belgium,$74.47M,2018
sierra-leone,Import,India,$71.07M,2018
sierra-leone,Import,United States,$53.11M,2018
sierra-leone,Import,Turkey,$50.99M,2018
sierra-leone,Import,South Africa,$45.75M,2018
sierra-leone,Import,Pakistan,$36.46M,2018
sierra-leone,Import,United Kingdom,$32.99M,2018
sierra-leone,Import,Guinea,$29.64M,2018
sudan,Import,China,$1.82B,2018
sudan,Import,Russia,$1.58B,2018
sudan,Import,Saudi Arabia,$1.07B,2018
sudan,Import,India,$873.66M,2018
sudan,Import,United Arab Emirates,$787.20M,2018
sudan,Import,Japan,$548.13M,2018
sudan,Import,Egypt,$460.04M,2018
sudan,Import,Turkey,$382.33M,2018
sudan,Import,Germany,$283.41M,2018
sudan,Import,South Korea,$277.15M,2018
swaziland,Import,South Africa,$1.50B,2023
swaziland,Import,China,$154.34M,2023
swaziland,Import,India,$72.32M,2023
swaziland,Import,United States,$31.52M,2023
swaziland,Import,Mozambique,$25.33M,2023
swaziland,Import,Ireland,$18.89M,2023
swaziland,Import,Germany,$18.73M,2023
swaziland,Import,United Arab Emirates,$17.15M,2023
swaziland,Import,Italy,$13.01M,2023
swaziland,Import,Bahrain,$12.82M,2023
tanzania,Import,China,$4.16B,2023
tanzania,Import,India,$1.95B,2023
tanzania,Import,United Arab Emirates,$1.42B,2023
tanzania,Import,Saudi Arabia,$919.15M,2023
tanzania,Import,Japan,$649.53M,2023
tanzania,Import,South Africa,$555.51M,2023
tanzania,Import,Kenya,$408.89M,2023
tanzania,Import,Russia,$384.39M,2023
tanzania,Import,United States,$378.38M,2023
tanzania,Import,Turkey,$328.15M,2023
togo,Import,China,$691.82M,2024
togo,Import,Russia,$279.60M,2024
togo,Import,France,$209.63M,2024
togo,Import,India,$194.55M,2024
togo,Import,Nigeria,$128.34M,2024
togo,Import,Japan,$122.08M,2024
togo,Import,Belgium,$115.26M,2024
togo,Import,Turkey,$112.77M,2024
togo,Import,Senegal,$98.88M,2024
togo,Import,Malaysia,$86.91M,2024
tunisia,Import,Italy,$3.24B,2023
tunisia,Import,France,$2.77B,2023
tunisia,Import,China,$2.74B,2023
tunisia,Import,Russia,$2.12B,2023
tunisia,Import,Algeria,$1.81B,2023
tunisia,Import,Germany,$1.80B,2023
tunisia,Import,Turkey,$1.22B,2023
tunisia,Import,Spain,$950.31M,2023
tunisia,Import,United States,$655.91M,2023
tunisia,Import,India,$564.12M,2023
uganda,Import,China,$2.29B,2023
uganda,Import,United Arab Emirates,$1.43B,2023
uganda,Import,Tanzania,$1.33B,2023
uganda,Import,India,$1.26B,2023
uganda,Import,Kenya,$824.25M,2023
uganda,Import,Japan,$449.15M,2023
uganda,Import,Saudi Arabia,$416.36M,2023
uganda,Import,South Africa,$306.87M,2023
uganda,Import,Ghana,$234.37M,2023
uganda,Import,Malaysia,$233.96M,2023
zambia,Import,South Africa,$2.61B,2023
zambia,Import,China,$1.64B,2023
zambia,Import,United Arab Emirates,$830.35M,2023
zambia,Import,India,$567.89M,2023
zambia,Import,Japan,$539.77M,2023
zambia,Import,Singapore,$370.55M,2023
zambia,Import,Saudi Arabia,$318.05M,2023
zambia,Import,Tanzania,$286.69M,2023
zambia,Import,Bahrain,$267.73M,2023
zambia,Import,United States,$253.46M,2023
zimbabwe,Import,South Africa,$3.50B,2023
zimbabwe,Import,China,$1.37B,2023
zimbabwe,Import,Bahamas,$469.43M,2023
zimbabwe,Import,Singapore,$460.49M,2023
zimbabwe,Import,Bahrain,$326.36M,2023
zimbabwe,Import,Mozambique,$285.88M,2023
zimbabwe,Import,Mauritius,$268.87M,2023
zimbabwe,Import,India,$258.03M,2023
zimbabwe,Import,Zambia,$245.77M,2023
zimbabwe,Import,United Arab Emirates,$227.90M,2023
afghanistan,Import,Iran,$1.25B,2019
afghanistan,Import,China,$1.19B,2019
afghanistan,Import,Pakistan,$1.10B,2019
afghanistan,Import,United States,$783.75M,2019
afghanistan,Import,Turkmenistan,$690.21M,2019
afghanistan,Import,Kazakhstan,$522.24M,2019
afghanistan,Import,India,$453.70M,2019
afghanistan,Import,Uzbekistan,$433.35M,2019
afghanistan,Import,Malaysia,$320.76M,2019
afghanistan,Import,Turkey,$291.17M,2019
armenia,Import,Russia,$9.24B,2024
armenia,Import,China,$1.67B,2024
armenia,Import,Vietnam,$881.06M,2024
armenia,Import,Iran,$628.51M,2024
armenia,Import,Germany,$372.54M,2024
armenia,Import,Italy,$349.25M,2024
armenia,Import,Turkey,$334.28M,2024
armenia,Import,United States,$273.17M,2024
armenia,Import,India,$232.83M,2024
armenia,Import,Egypt,$183.76M,2024
azerbaijan,Import,China,$3.73B,2024
azerbaijan,Import,Russia,$3.62B,2024
azerbaijan,Import,Turkey,$2.31B,2024
azerbaijan,Import,United States,$1.62B,2024
azerbaijan,Import,Australia,$1.46B,2024
azerbaijan,Import,Germany,$824.82M,2024
azerbaijan,Import,Iran,$633.06M,2024
azerbaijan,Import,Italy,$515.80M,2024
azerbaijan,Import,Belarus,$455.84M,2024
azerbaijan,Import,Japan,$409.06M,2024
bahrain,Import,China,$2.15B,2023
bahrain,Import,United Arab Emirates,$1.44B,2023
bahrain,Import,Brazil,$1.39B,2023
bahrain,Import,Australia,$1.26B,2023
bahrain,Import,Saudi Arabia,$976.05M,2023
bahrain,Import,United States,$973.06M,2023
bahrain,Import,India,$744.44M,2023
bahrain,Import,Japan,$685.68M,2023
bahrain,Import,Germany,$526.51M,2023
bahrain,Import,Italy,$404.58M,2023
bangladesh,Import,China,$10.35B,2015
bangladesh,Import,India,$5.88B,2015
bangladesh,Import,Singapore,$4.42B,2015
bangladesh,Import,Hong Kong,$2.62B,2015
bangladesh,Import,Indonesia,$2.20B,2015
bangladesh,Import,Japan,$1.70B,2015
bangladesh,Import,South Korea,$1.48B,2015
bangladesh,Import,Malaysia,$1.44B,2015
bangladesh,Import,Brazil,$1.25B,2015
bangladesh,Import,Kuwait,$1.20B,2015
bhutan,Import,India,$781.47M,2012
bhutan,Import,South Korea,$30.99M,2012
bhutan,Import,China,$24.85M,2012
bhutan,Import,Japan,$23.55M,2012
bhutan,Import,Austria,$17.55M,2012
bhutan,Import,Singapore,$14.63M,2012
bhutan,Import,Thailand,$13.83M,2012
bhutan,Import,Sweden,$11.38M,2012
bhutan,Import,Nepal,$8.74M,2012
bhutan,Import,Switzerland,$7.34M,2012
brunei,Import,Malaysia,$1.97B,2023
brunei,Import,United Arab Emirates,$817.08M,2023
brunei,Import,China,$784.24M,2023
brunei,Import,Australia,$541.51M,2023
brunei,Import,Qatar,$469.85M,2023
brunei,Import,Kazakhstan,$450.60M,2023
brunei,Import,Singapore,$345.91M,2023
brunei,Import,Saudi Arabia,$279.63M,2023
brunei,Import,United States,$278.99M,2023
brunei,Import,Russia,$239.93M,2023
cambodia,Import,China,$10.79B,2023
cambodia,Import,Vietnam,$3.61B,2023
cambodia,Import,Thailand,$2.90B,2023
cambodia,Import,Indonesia,$994.60M,2023
cambodia,Import,Singapore,$939.66M,2023
cambodia,Import,Japan,$623.57M,2023
cambodia,Import,Malaysia,$527.38M,2023
cambodia,Import,South Korea,$470.25M,2023
cambodia,Import,Hong Kong,$328.44M,2023
cambodia,Import,United States,$257.24M,2023
east-timor,Import,Indonesia,$300.46M,2023
east-timor,Import,China,$128.63M,2023
east-timor,Import,Singapore,$94.24M,2023
east-timor,Import,Australia,$60.47M,2023
east-timor,Import,India,$52.15M,2023
east-timor,Import,Malaysia,$30.22M,2023
east-timor,Import,United States,$21.29M,2023
east-timor,Import,Hong Kong,$20.88M,2023
east-timor,Import,Vietnam,$19.99M,2023
east-timor,Import,Brazil,$13.99M,2023
georgia,Import,Turkey,$2.77B,2024
georgia,Import,United States,$2.05B,2024
georgia,Import,Russia,$1.85B,2024
georgia,Import,China,$1.61B,2024
georgia,Import,Germany,$1.31B,2024
georgia,Import,Azerbaijan,$583.60M,2024
georgia,Import,Japan,$534.93M,2024
georgia,Import,Italy,$416.33M,2024
georgia,Import,United Arab Emirates,$333.11M,2024
georgia,Import,Poland,$328.17M,2024
hong-kong,Import,China,$261.94B,2023
hong-kong,Import,Singapore,$44.47B,2023
hong-kong,Import,Japan,$34.03B,2023
hong-kong,Import,South Korea,$28.85B,2023
hong-kong,Import,United States,$26.25B,2023
hong-kong,Import,Malaysia,$19.19B,2023
hong-kong,Import,Switzerland,$18.35B,2023
hong-kong,Import,United Kingdom,$17.64B,2023
hong-kong,Import,Vietnam,$17.11B,2023
hong-kong,Import,United Arab Emirates,$14.55B,2023
iran,Import,United Arab Emirates,$18.01B,2022
iran,Import,China,$15.56B,2022
iran,Import,Turkey,$6.08B,2022
iran,Import,India,$2.69B,2022
iran,Import,Germany,$1.89B,2022
iran,Import,Russia,$1.53B,2022
iran,Import,Switzerland,$1.18B,2022
iran,Import,United Kingdom,$948.33M,2022
iran,Import,Netherlands,$904.17M,2022
iran,Import,Pakistan,$781.18M,2022
iraq,Import,China,$10.51B,2014
iraq,Import,United Arab Emirates,$5.54B,2014
iraq,Import,South Korea,$2.90B,2014
iraq,Import,United States,$2.43B,2014
iraq,Import,Japan,$1.56B,2014
iraq,Import,Italy,$911.67M,2014
iraq,Import,India,$803.91M,2014
iraq,Import,France,$746.90M,2014
iraq,Import,Iran,$600.43M,2014
iraq,Import,Indonesia,$532.31M,2014
israel,Import,China,$19.10B,2024
israel,Import,United States,$9.44B,2024
israel,Import,Germany,$5.62B,2024
israel,Import,Italy,$3.63B,2024
israel,Import,Turkey,$2.87B,2024
israel,Import,Russia,$2.37B,2024
israel,Import,France,$2.21B,2024
israel,Import,South Korea,$2.15B,2024
israel,Import,India,$2.08B,2024
israel,Import,Spain,$2.07B,2024
jordan,Import,China,$4.50B,2023
jordan,Import,Saudi Arabia,$3.65B,2023
jordan,Import,United States,$1.64B,2023
jordan,Import,India,$1.55B,2023
jordan,Import,United Arab Emirates,$1.37B,2023
jordan,Import,Germany,$900.35M,2023
jordan,Import,Turkey,$786.20M,2023
jordan,Import,Indonesia,$739.25M,2023
jordan,Import,Egypt,$696.93M,2023
jordan,Import,Italy,$683.42M,2023
kazakhstan,Import,China,$16.77B,2023
kazakhstan,Import,Russia,$16.19B,2023
kazakhstan,Import,Gambia,$2.91B,2023
kazakhstan,Import,United States,$2.56B,2023
kazakhstan,Import,South Korea,$2.21B,2023
