Country,Year,GDP,Per Capita,Growth
hungary,1971,$6.27B,$605 ,6.20%
hungary,1970,$5.76B,$557 ,4.70%
hungary,1969,$5.41B,$526 ,6.90%
hungary,1968,$4.87B,$475 ,4.90%
ethiopia,2023,$163.70B,"$1,294 ",6.50%
ethiopia,2022,$126.77B,"$1,027 ",5.32%
ethiopia,2021,$111.26B,$925 ,5.64%
ethiopia,2020,$107.66B,$919 ,6.06%
ethiopia,2019,$95.91B,$840 ,8.36%
ethiopia,2018,$84.27B,$758 ,6.82%
ethiopia,2017,$81.77B,$756 ,9.56%
ethiopia,2016,$74.30B,$706 ,9.43%
ethiopia,2015,$64.59B,$630 ,10.39%
ethiopia,2014,$55.61B,$558 ,10.26%
ethiopia,2013,$47.65B,$491 ,10.58%
ethiopia,2012,$43.31B,$459 ,8.65%
ethiopia,2011,$31.95B,$348 ,11.18%
ethiopia,2010,$29.93B,$335 ,12.55%
ethiopia,2009,$32.44B,$374 ,8.80%
ethiopia,2008,$27.07B,$321 ,10.79%
ethiopia,2007,$19.71B,$240 ,11.46%
ethiopia,2006,$15.28B,$192 ,10.83%
ethiopia,2005,$12.40B,$160 ,11.82%
ethiopia,2004,$10.13B,$135 ,13.57%
ethiopia,2003,$8.62B,$118 ,-2.16%
ethiopia,2002,$7.85B,$110 ,1.51%
ethiopia,2001,$8.23B,$119 ,8.30%
ethiopia,2000,$8.24B,$123 ,6.07%
ethiopia,1999,$7.89B,$121 ,5.16%
ethiopia,1998,$8.01B,$127 ,-3.46%
ethiopia,1997,$8.80B,$144 ,3.13%
ethiopia,1996,$8.76B,$148 ,12.43%
ethiopia,1995,$7.86B,$137 ,6.13%
ethiopia,1994,$7.10B,$128 ,3.19%
ethiopia,1993,$9.05B,$168 ,13.14%
ethiopia,1992,$10.75B,$207 ,-8.67%
ethiopia,1991,$13.80B,$276 ,-7.14%
ethiopia,1990,$12.48B,$261 ,2.73%
ethiopia,1989,$11.76B,$255 ,-0.36%
ethiopia,1988,$11.18B,$251 ,0.50%
ethiopia,1987,$10.79B,$252 ,13.86%
ethiopia,1986,$10.09B,$243 ,9.66%
ethiopia,1985,$9.72B,$241 ,-11.14%
ethiopia,1984,$8.30B,$212 ,-2.85%
ethiopia,1983,$8.78B,$230 ,8.24%
ethiopia,1982,$7.90B,$212 ,0.92%
ethiopia,1981,$7.51B,$210 ,4.38%
ethiopia,1980,$7.01B,$201 ,6.42%
ethiopia,1979,$6.59B,$189 ,-1.10%
ethiopia,1978,$6.01B,$176 ,2.74%
ethiopia,1977,$5.65B,$168 ,2.73%
ethiopia,1976,$4.94B,$150 ,0.15%
ethiopia,1975,$4.58B,$142 ,1.25%
ethiopia,1974,$4.58B,$145 ,3.27%
ethiopia,1973,$4.07B,$133 ,5.11%
ethiopia,1972,$3.52B,$118 ,4.23%
ethiopia,1971,$3.22B,$111 ,6.53%
ethiopia,1970,$3.05B,$108 ,3.48%
ethiopia,1969,$2.77B,$101 ,1.39%
ethiopia,1968,$2.62B,$98 ,4.14%
ethiopia,1967,$2.46B,$94 ,4.06%
ethiopia,1966,$2.32B,$92 ,7.26%
ethiopia,1965,$2.16B,$87 ,5.77%
ethiopia,1964,$1.98B,$82 ,4.09%
ethiopia,1963,$1.83B,$78 ,4.52%
ethiopia,1962,$1.75B,$76 ,4.33%
ethiopia,1961,$1.68B,$75 ,%
ethiopia,1960,$1.61B,$74 ,%
dominican-republic,2023,$121.44B,"$10,716 ",2.36%
dominican-republic,2022,$113.54B,"$10,111 ",4.86%
dominican-republic,2021,$94.24B,"$8,477 ",12.27%
dominican-republic,2020,$78.84B,"$7,168 ",-6.72%
dominican-republic,2019,$88.94B,"$8,173 ",5.05%
dominican-republic,2018,$85.56B,"$7,947 ",6.98%
dominican-republic,2017,$80.00B,"$7,513 ",4.67%
dominican-republic,2016,$75.70B,"$7,191 ",6.66%
dominican-republic,2015,$71.16B,"$6,839 ",6.93%
dominican-republic,2014,$67.18B,"$6,534 ",7.05%
dominican-republic,2013,$62.68B,"$6,171 ",4.88%
dominican-republic,2012,$60.68B,"$6,049 ",2.72%
dominican-republic,2011,$58.03B,"$5,859 ",3.13%
dominican-republic,2010,$53.86B,"$5,510 ",8.34%
dominican-republic,2009,$48.26B,"$5,002 ",0.95%
dominican-republic,2008,$48.12B,"$5,053 ",3.21%
dominican-republic,2007,$43.97B,"$4,676 ",7.42%
dominican-republic,2006,$37.88B,"$4,080 ",9.17%
dominican-republic,2005,$35.78B,"$3,904 ",9.43%
dominican-republic,2004,$22.32B,"$2,468 ",2.57%
dominican-republic,2003,$21.40B,"$2,399 ",-1.35%
dominican-republic,2002,$27.14B,"$3,086 ",4.50%
dominican-republic,2001,$25.60B,"$2,953 ",2.46%
dominican-republic,2000,$24.31B,"$2,846 ",4.66%
dominican-republic,1999,$22.14B,"$2,632 ",5.94%
dominican-republic,1998,$21.67B,"$2,617 ",6.71%
dominican-republic,1997,$20.02B,"$2,456 ",8.89%
dominican-republic,1996,$18.24B,"$2,277 ",5.98%
dominican-republic,1995,$16.64B,"$2,114 ",5.69%
dominican-republic,1994,$14.64B,"$1,896 ",2.60%
dominican-republic,1993,$13.08B,"$1,727 ",7.36%
dominican-republic,1992,$11.61B,"$1,563 ",11.22%
dominican-republic,1991,$9.82B,"$1,350 ",0.94%
dominican-republic,1990,$7.07B,$992 ,-5.45%
dominican-republic,1989,$6.69B,$958 ,4.40%
dominican-republic,1988,$5.37B,$786 ,2.16%
dominican-republic,1987,$5.83B,$871 ,10.12%
dominican-republic,1986,$6.12B,$934 ,3.52%
dominican-republic,1985,$5.04B,$786 ,-2.12%
dominican-republic,1984,$11.59B,"$1,846 ",1.25%
dominican-republic,1983,$9.22B,"$1,500 ",4.63%
dominican-republic,1982,$8.27B,"$1,374 ",1.70%
dominican-republic,1981,$7.56B,"$1,285 ",4.28%
dominican-republic,1980,$6.76B,"$1,175 ",7.97%
dominican-republic,1979,$5.50B,$977 ,4.53%
dominican-republic,1978,$4.73B,$862 ,2.14%
dominican-republic,1977,$4.59B,$855 ,4.98%
dominican-republic,1976,$3.95B,$755 ,6.73%
dominican-republic,1975,$3.60B,$705 ,5.19%
dominican-republic,1974,$2.93B,$588 ,6.00%
dominican-republic,1973,$2.34B,$483 ,12.90%
dominican-republic,1972,$1.99B,$421 ,10.39%
dominican-republic,1971,$1.67B,$362 ,10.87%
dominican-republic,1970,$1.49B,$332 ,18.23%
dominican-republic,1969,$1.23B,$283 ,10.89%
dominican-republic,1968,$1.08B,$255 ,0.24%
dominican-republic,1967,$1.03B,$252 ,3.33%
dominican-republic,1966,$0.98B,$247 ,13.46%
dominican-republic,1965,$0.89B,$230 ,-12.48%
dominican-republic,1964,$1.03B,$273 ,6.76%
dominican-republic,1963,$0.94B,$259 ,6.50%
dominican-republic,1962,$0.82B,$234 ,17.05%
dominican-republic,1961,$0.65B,$192 ,-2.31%
dominican-republic,1960,$0.67B,$204 ,%
kenya,2023,$107.44B,"$1,950 ",5.43%
kenya,2022,$113.42B,"$2,099 ",4.85%
kenya,2021,$109.70B,"$2,070 ",7.59%
kenya,2020,$100.66B,"$1,936 ",-0.27%
kenya,2019,$100.38B,"$1,970 ",5.11%
kenya,2018,$92.20B,"$1,846 ",5.65%
kenya,2017,$82.04B,"$1,676 ",3.84%
kenya,2016,$74.82B,"$1,562 ",4.21%
kenya,2015,$70.12B,"$1,497 ",4.97%
kenya,2014,$68.29B,"$1,490 ",5.02%
kenya,2013,$61.67B,"$1,377 ",3.80%
kenya,2012,$56.40B,"$1,290 ",4.57%
kenya,2011,$46.87B,"$1,099 ",5.12%
kenya,2010,$45.41B,"$1,094 ",8.06%
kenya,2009,$42.35B,"$1,049 ",3.31%
kenya,2008,$35.90B,$916 ,0.23%
kenya,2007,$31.96B,$840 ,6.85%
kenya,2006,$25.83B,$699 ,6.47%
kenya,2005,$18.74B,$523 ,5.91%
kenya,2004,$16.10B,$463 ,5.10%
kenya,2003,$14.90B,$441 ,2.93%
kenya,2002,$13.15B,$401 ,0.55%
kenya,2001,$12.99B,$408 ,3.78%
kenya,2000,$12.71B,$412 ,0.60%
kenya,1999,$12.90B,$430 ,2.31%
kenya,1998,$14.09B,$484 ,3.29%
kenya,1997,$13.12B,$462 ,0.47%
kenya,1996,$12.05B,$436 ,4.15%
kenya,1995,$9.05B,$337 ,4.41%
kenya,1994,$7.15B,$274 ,2.63%
kenya,1993,$5.75B,$227 ,0.35%
kenya,1992,$8.21B,$333 ,-0.80%
kenya,1991,$8.15B,$341 ,1.44%
kenya,1990,$8.57B,$370 ,4.19%
kenya,1989,$8.28B,$370 ,4.69%
kenya,1988,$8.36B,$386 ,6.20%
kenya,1987,$7.97B,$382 ,5.94%
kenya,1986,$7.24B,$359 ,7.18%
kenya,1985,$6.14B,$315 ,4.30%
kenya,1984,$6.19B,$330 ,1.76%
kenya,1983,$5.98B,$331 ,1.31%
kenya,1982,$6.43B,$369 ,1.51%
kenya,1981,$6.85B,$408 ,3.77%
kenya,1980,$7.27B,$449 ,5.59%
kenya,1979,$6.23B,$399 ,7.62%
kenya,1978,$5.30B,$352 ,6.91%
kenya,1977,$4.49B,$308 ,9.45%
kenya,1976,$3.47B,$246 ,2.15%
kenya,1975,$3.26B,$239 ,0.88%
kenya,1974,$2.97B,$225 ,4.07%
kenya,1973,$2.51B,$197 ,5.90%
kenya,1972,$2.11B,$171 ,17.08%
kenya,1971,$1.78B,$149 ,22.17%
kenya,1970,$1.60B,$140 ,-4.66%
kenya,1969,$1.46B,$132 ,7.96%
kenya,1968,$1.35B,$128 ,7.98%
kenya,1967,$1.23B,$121 ,3.36%
kenya,1966,$1.16B,$119 ,14.73%
kenya,1965,$1.00B,$106 ,2.01%
kenya,1964,$1.00B,$110 ,4.96%
kenya,1963,$0.93B,$107 ,8.78%
kenya,1962,$0.87B,$104 ,9.46%
kenya,1961,$0.79B,$99 ,-7.77%
kenya,1960,$0.79B,$102 ,%
guatemala,2023,$102.05B,"$5,798 ",3.48%
guatemala,2022,$95.00B,"$5,473 ",4.12%
guatemala,2021,$86.05B,"$5,029 ",8.00%
guatemala,2020,$77.72B,"$4,610 ",-1.79%
guatemala,2019,$77.17B,"$4,648 ",4.02%
guatemala,2018,$73.33B,"$4,486 ",3.41%
guatemala,2017,$71.65B,"$4,454 ",3.08%
guatemala,2016,$66.05B,"$4,173 ",2.68%
guatemala,2015,$62.19B,"$3,995 ",4.09%
guatemala,2014,$57.85B,"$3,780 ",4.44%
guatemala,2013,$53.00B,"$3,523 ",3.69%
guatemala,2012,$49.59B,"$3,355 ",2.97%
guatemala,2011,$46.88B,"$3,228 ",4.16%
guatemala,2010,$40.68B,"$2,853 ",2.88%
guatemala,2009,$37.13B,"$2,652 ",0.48%
guatemala,2008,$38.50B,"$2,802 ",3.29%
guatemala,2007,$33.57B,"$2,491 ",6.34%
guatemala,2006,$29.74B,"$2,251 ",5.35%
guatemala,2005,$26.78B,"$2,068 ",3.28%
guatemala,2004,$23.58B,"$1,859 ",3.14%
guatemala,2003,$21.58B,"$1,738 ",2.56%
guatemala,2002,$20.44B,"$1,683 ",3.84%
guatemala,2001,$18.41B,"$1,550 ",2.33%
guatemala,2000,$19.29B,"$1,664 ",3.61%
guatemala,1999,$18.32B,"$1,620 ",3.85%
guatemala,1998,$19.40B,"$1,756 ",4.99%
guatemala,1997,$17.79B,"$1,649 ",4.36%
guatemala,1996,$15.67B,"$1,488 ",2.96%
guatemala,1995,$14.66B,"$1,425 ",4.95%
guatemala,1994,$12.98B,"$1,293 ",4.03%
guatemala,1993,$11.40B,"$1,164 ",3.93%
guatemala,1992,$10.44B,"$1,094 ",4.84%
guatemala,1991,$9.41B,"$1,012 ",3.66%
guatemala,1990,$7.65B,$845 ,3.10%
guatemala,1989,$8.41B,$955 ,3.94%
guatemala,1988,$7.84B,$915 ,3.89%
guatemala,1987,$7.08B,$850 ,3.54%
guatemala,1986,$7.23B,$892 ,0.14%
guatemala,1985,$9.72B,"$1,233 ",-0.61%
guatemala,1984,$9.47B,"$1,235 ",0.50%
guatemala,1983,$9.05B,"$1,213 ",-2.57%
guatemala,1982,$8.72B,"$1,200 ",-3.53%
guatemala,1981,$8.61B,"$1,217 ",0.65%
guatemala,1980,$7.88B,"$1,143 ",3.76%
guatemala,1979,$6.90B,"$1,027 ",4.71%
guatemala,1978,$6.07B,$925 ,5.00%
guatemala,1977,$5.48B,$855 ,7.81%
guatemala,1976,$4.37B,$696 ,7.39%
guatemala,1975,$3.65B,$595 ,1.95%
guatemala,1974,$3.16B,$527 ,6.38%
guatemala,1973,$2.57B,$439 ,6.78%
guatemala,1972,$2.10B,$367 ,7.33%
guatemala,1971,$1.98B,$355 ,5.58%
guatemala,1970,$1.90B,$349 ,5.71%
guatemala,1969,$1.72B,$322 ,4.74%
guatemala,1968,$1.61B,$311 ,8.77%
guatemala,1967,$1.45B,$288 ,4.11%
guatemala,1966,$1.39B,$283 ,5.51%
guatemala,1965,$1.33B,$279 ,4.36%
guatemala,1964,$1.30B,$280 ,4.63%
guatemala,1963,$1.26B,$280 ,9.54%
guatemala,1962,$1.14B,$261 ,3.54%
guatemala,1961,$1.08B,$253 ,4.30%
guatemala,1960,$1.04B,$253 ,%
uzbekistan,2023,$90.89B,"$2,496 ",5.99%
uzbekistan,2022,$81.14B,"$2,276 ",5.67%
uzbekistan,2021,$69.60B,"$1,993 ",7.40%
uzbekistan,2020,$60.22B,"$1,759 ",2.00%
uzbekistan,2019,$60.28B,"$1,795 ",5.98%
uzbekistan,2018,$52.87B,"$1,604 ",5.88%
uzbekistan,2017,$62.08B,"$1,917 ",4.40%
uzbekistan,2016,$86.14B,"$2,705 ",5.93%
uzbekistan,2015,$86.20B,"$2,754 ",7.22%
uzbekistan,2014,$80.85B,"$2,628 ",6.87%
uzbekistan,2013,$73.18B,"$2,420 ",7.30%
uzbekistan,2012,$67.52B,"$2,268 ",7.10%
uzbekistan,2011,$60.18B,"$2,051 ",7.53%
uzbekistan,2010,$49.77B,"$1,742 ",7.60%
uzbekistan,2009,$33.69B,"$1,213 ",8.05%
uzbekistan,2008,$29.55B,"$1,082 ",9.03%
uzbekistan,2007,$22.31B,$830 ,9.47%
uzbekistan,2006,$17.33B,$654 ,7.45%
uzbekistan,2005,$14.31B,$547 ,6.95%
uzbekistan,2004,$12.03B,$465 ,7.45%
uzbekistan,2003,$10.13B,$396 ,4.23%
uzbekistan,2002,$9.69B,$383 ,3.97%
uzbekistan,2001,$11.40B,$457 ,4.16%
uzbekistan,2000,$13.76B,$558 ,3.84%
uzbekistan,1999,$17.08B,$702 ,4.30%
uzbekistan,1998,$14.99B,$623 ,4.30%
uzbekistan,1997,$14.74B,$623 ,5.20%
uzbekistan,1996,$13.95B,$601 ,1.70%
uzbekistan,1995,$13.35B,$586 ,-0.90%
uzbekistan,1994,$12.90B,$576 ,-5.20%
uzbekistan,1993,$13.10B,$597 ,-2.30%
uzbekistan,1992,$12.94B,$603 ,-11.20%
uzbekistan,1991,$13.68B,$653 ,-0.49%
uzbekistan,1990,$13.36B,$652 ,1.60%
uzbekistan,1989,$20.47B,"$1,018 ",3.09%
uzbekistan,1988,$18.36B,$937 ,9.14%
uzbekistan,1987,$14.35B,$752 ,%
luxembourg,2023,$85.76B,"$128,259 ",-1.10%
luxembourg,2022,$81.64B,"$125,006 ",1.38%
luxembourg,2021,$85.58B,"$133,712 ",7.17%
luxembourg,2020,$73.70B,"$116,905 ",-0.91%
luxembourg,2019,$69.89B,"$112,726 ",2.92%
luxembourg,2018,$71.00B,"$116,787 ",1.22%
luxembourg,2017,$65.71B,"$110,193 ",1.32%
luxembourg,2016,$62.22B,"$106,899 ",4.98%
luxembourg,2015,$60.07B,"$105,462 ",2.27%
luxembourg,2014,$68.80B,"$123,679 ",2.62%
luxembourg,2013,$65.20B,"$120,000 ",3.17%
luxembourg,2012,$59.78B,"$112,585 ",1.65%
luxembourg,2011,$61.70B,"$119,025 ",1.04%
luxembourg,2010,$56.21B,"$110,886 ",3.76%
luxembourg,2009,$54.47B,"$109,420 ",-3.24%
luxembourg,2008,$58.84B,"$120,422 ",-0.30%
luxembourg,2007,$51.59B,"$107,475 ",8.10%
luxembourg,2006,$42.91B,"$90,789 ",6.02%
luxembourg,2005,$37.67B,"$80,988 ",2.48%
luxembourg,2004,$35.06B,"$76,545 ",4.23%
luxembourg,2003,$29.67B,"$65,689 ",2.62%
luxembourg,2002,$23.65B,"$53,006 ",3.23%
luxembourg,2001,$21.39B,"$48,440 ",3.07%
luxembourg,2000,$21.23B,"$48,660 ",6.94%
luxembourg,1999,$21.90B,"$50,872 ",8.18%
luxembourg,1998,$20.15B,"$47,445 ",6.67%
luxembourg,1997,$19.56B,"$46,642 ",5.42%
luxembourg,1996,$20.90B,"$50,444 ",1.40%
luxembourg,1995,$20.85B,"$51,032 ",1.43%
luxembourg,1994,$17.70B,"$43,933 ",3.82%
luxembourg,1993,$15.93B,"$40,067 ",4.20%
luxembourg,1992,$15.52B,"$39,571 ",1.82%
luxembourg,1991,$13.83B,"$35,747 ",8.64%
luxembourg,1990,$12.78B,"$33,465 ",5.32%
luxembourg,1989,$10.04B,"$26,618 ",9.80%
luxembourg,1988,$9.42B,"$25,219 ",8.46%
luxembourg,1987,$8.32B,"$22,443 ",3.95%
luxembourg,1986,$6.69B,"$18,150 ",9.98%
luxembourg,1985,$4.58B,"$12,482 ",2.79%
luxembourg,1984,$4.44B,"$12,127 ",6.19%
luxembourg,1983,$4.52B,"$12,374 ",2.99%
luxembourg,1982,$4.60B,"$12,591 ",1.13%
luxembourg,1981,$5.05B,"$13,837 ",-0.55%
luxembourg,1980,$6.02B,"$16,531 ",0.84%
luxembourg,1979,$5.52B,"$15,204 ",2.35%
luxembourg,1978,$4.72B,"$13,034 ",4.08%
luxembourg,1977,$3.79B,"$10,486 ",1.57%
luxembourg,1976,$3.42B,"$9,491 ",2.53%
luxembourg,1975,$3.12B,"$8,701 ",-6.57%
luxembourg,1974,$3.18B,"$8,967 ",4.21%
luxembourg,1973,$2.61B,"$7,447 ",8.31%
luxembourg,1972,$1.90B,"$5,487 ",6.60%
luxembourg,1971,$1.52B,"$4,435 ",2.67%
luxembourg,1970,$1.46B,"$4,298 ",1.76%
luxembourg,1969,$1.25B,"$3,690 ",9.97%
luxembourg,1968,$1.08B,"$3,203 ",4.18%
luxembourg,1967,$0.98B,"$2,935 ",0.22%
luxembourg,1966,$0.98B,"$2,925 ",1.11%
luxembourg,1965,$0.93B,"$2,804 ",-0.73%
luxembourg,1964,$0.91B,"$2,779 ",7.87%
luxembourg,1963,$0.80B,"$2,462 ",3.44%
luxembourg,1962,$0.75B,"$2,332 ",1.36%
luxembourg,1961,$0.71B,"$2,241 ",3.83%
luxembourg,1960,$0.71B,"$2,261 ",%
serbia,2023,$75.19B,"$11,361 ",2.53%
serbia,2022,$63.56B,"$9,538 ",2.55%
serbia,2021,$63.10B,"$9,233 ",7.73%
serbia,2020,$53.36B,"$7,734 ",-0.90%
serbia,2019,$51.51B,"$7,417 ",4.33%
serbia,2018,$50.64B,"$7,252 ",4.50%
serbia,2017,$44.18B,"$6,293 ",2.10%
serbia,2016,$40.69B,"$5,765 ",3.34%
serbia,2015,$39.66B,"$5,589 ",1.81%
serbia,2014,$47.06B,"$6,600 ",-1.59%
serbia,2013,$48.39B,"$6,755 ",2.89%
serbia,2012,$43.31B,"$6,016 ",-0.68%
serbia,2011,$49.26B,"$6,809 ",2.04%
serbia,2010,$41.82B,"$5,735 ",0.73%
serbia,2009,$45.16B,"$6,169 ",-2.73%
serbia,2008,$52.19B,"$7,101 ",5.66%
serbia,2007,$43.17B,"$5,848 ",6.44%
serbia,2006,$32.48B,"$4,383 ",5.11%
serbia,2005,$27.68B,"$3,720 ",5.53%
serbia,2004,$26.14B,"$3,503 ",9.03%
serbia,2003,$22.48B,"$3,005 ",4.39%
serbia,2002,$17.12B,"$2,284 ",6.38%
serbia,2001,$12.96B,"$1,727 ",6.88%
serbia,2000,$6.88B,$915 ,6.13%
serbia,1999,$19.39B,"$2,571 ",-9.42%
serbia,1998,$19.46B,"$2,571 ",3.34%
serbia,1997,$25.68B,"$3,380 ",7.21%
serbia,1996,$21.82B,"$2,864 ",6.26%
serbia,1995,$16.83B,"$2,207 ",%
serbia,1994,$20.30B,"$2,625 ",%
serbia,1993,$19.37B,"$2,516 ",%
libya,2023,$50.49B,"$7,330 ",-1.67%
libya,2022,$55.94B,"$8,211 ",1.34%
libya,2021,$47.79B,"$7,095 ",153.49%
libya,2020,$65.69B,"$9,872 ",-58.32%
libya,2019,$72.08B,"$10,973 ",-5.99%
libya,2018,$76.69B,"$11,838 ",7.94%
libya,2017,$67.16B,"$10,529 ",32.49%
libya,2016,$49.91B,"$7,945 ",-1.49%
libya,2015,$48.72B,"$7,868 ",-0.84%
libya,2014,$57.37B,"$9,409 ",-23.04%
libya,2013,$75.35B,"$12,590 ",-18.00%
libya,2012,$92.54B,"$15,765 ",86.83%
libya,2011,$48.17B,"$7,784 ",-50.34%
libya,2010,$75.38B,"$11,611 ",5.03%
libya,2009,$60.81B,"$9,561 ",-4.40%
libya,2008,$86.71B,"$13,922 ",-0.16%
libya,2007,$68.03B,"$11,158 ",6.23%
libya,2006,$60.09B,"$10,060 ",6.50%
libya,2005,$47.33B,"$8,108 ",11.87%
libya,2004,$33.12B,"$5,824 ",4.46%
libya,2003,$26.27B,"$4,739 ",13.02%
libya,2002,$20.48B,"$3,789 ",-0.96%
libya,2001,$34.11B,"$6,466 ",-1.76%
libya,2000,$38.27B,"$7,424 ",3.68%
libya,1999,$35.98B,"$7,113 ",0.75%
libya,1998,$27.25B,"$5,471 ",-3.55%
libya,1997,$30.70B,"$6,262 ",5.21%
libya,1996,$27.88B,"$5,785 ",2.13%
libya,1995,$25.54B,"$5,396 ",-2.22%
libya,1994,$28.61B,"$6,164 ",1.93%
libya,1993,$30.66B,"$6,746 ",-3.76%
libya,1992,$33.89B,"$7,624 ",-2.71%
libya,1991,$31.99B,"$7,368 ",15.66%
libya,1990,$28.90B,"$6,822 ",3.72%
libya,1989,$25.16B,"$6,091 ",7.20%
libya,1988,$24.31B,"$6,045 ",7.58%
libya,1987,$26.70B,"$6,825 ",-14.70%
libya,1986,$24.18B,"$6,363 ",-11.35%
libya,1985,$31.53B,"$8,558 ",8.33%
libya,1984,$29.48B,"$8,269 ",-5.04%
libya,1983,$33.20B,"$9,698 ",-2.47%
libya,1982,$33.76B,"$10,339 ",2.81%
libya,1981,$36.37B,"$11,688 ",-19.19%
libya,1980,$40.95B,"$13,823 ",0.69%
libya,1979,$30.54B,"$10,840 ",8.96%
libya,1978,$22.14B,"$8,272 ",3.30%
libya,1977,$22.43B,"$8,824 ",8.85%
libya,1976,$19.10B,"$7,912 ",22.88%
libya,1975,$14.71B,"$6,419 ",4.03%
libya,1974,$15.11B,"$6,934 ",22.19%
libya,1973,$8.63B,"$4,139 ",1.94%
libya,1972,$6.30B,"$3,130 ",9.13%
libya,1971,$5.26B,"$2,686 ",-5.28%
libya,1970,$4.60B,"$2,410 ",4.95%
libya,1969,$4.38B,"$2,352 ",13.09%
libya,1968,$3.85B,"$2,116 ",33.86%
libya,1967,$2.73B,"$1,533 ",11.11%
libya,1966,$2.31B,"$1,329 ",18.59%
libya,1965,$1.80B,"$1,062 ",28.15%
libya,1964,$1.34B,$812 ,45.07%
libya,1963,$0.89B,$560 ,35.02%
libya,1962,$0.62B,$404 ,32.52%
libya,1961,$0.44B,$300 ,9.90%
libya,1960,$0.40B,$281 ,%
cameroon,2023,$47.95B,"$1,674 ",3.99%
cameroon,2022,$43.64B,"$1,563 ",3.58%
cameroon,2021,$44.99B,"$1,654 ",3.34%
cameroon,2020,$40.77B,"$1,539 ",0.26%
cameroon,2019,$39.67B,"$1,539 ",3.48%
cameroon,2018,$39.96B,"$1,593 ",3.96%
cameroon,2017,$36.10B,"$1,480 ",3.54%
cameroon,2016,$33.81B,"$1,426 ",4.54%
cameroon,2015,$32.21B,"$1,400 ",5.67%
cameroon,2014,$36.39B,"$1,632 ",5.72%
cameroon,2013,$33.73B,"$1,559 ",5.00%
cameroon,2012,$30.16B,"$1,434 ",4.63%
cameroon,2011,$30.63B,"$1,498 ",3.38%
cameroon,2010,$27.51B,"$1,384 ",2.90%
cameroon,2009,$27.93B,"$1,446 ",2.58%
cameroon,2008,$27.72B,"$1,476 ",2.85%
cameroon,2007,$23.93B,"$1,311 ",4.33%
cameroon,2006,$20.91B,"$1,178 ",3.81%
cameroon,2005,$19.51B,"$1,129 ",2.23%
cameroon,2004,$18.83B,"$1,120 ",7.05%
cameroon,2003,$15.97B,$977 ,5.45%
cameroon,2002,$12.42B,$780 ,4.48%
cameroon,2001,$10.95B,$707 ,4.32%
cameroon,2000,$10.57B,$700 ,3.83%
cameroon,1999,$11.57B,$787 ,4.51%
cameroon,1998,$11.30B,$789 ,4.73%
cameroon,1997,$10.79B,$774 ,4.53%
cameroon,1996,$11.09B,$817 ,4.22%
cameroon,1995,$10.86B,$822 ,2.89%
cameroon,1994,$8.90B,$693 ,1.88%
cameroon,1993,$16.18B,"$1,296 ",-7.93%
cameroon,1992,$12.07B,$995 ,-3.10%
cameroon,1991,$11.84B,"$1,005 ",-3.81%
cameroon,1990,$12.31B,"$1,077 ",-6.11%
cameroon,1989,$11.01B,$993 ,-1.82%
cameroon,1988,$12.24B,"$1,137 ",-7.82%
cameroon,1987,$13.05B,"$1,251 ",-2.15%
cameroon,1986,$11.86B,"$1,172 ",6.77%
cameroon,1985,$8.54B,$872 ,8.06%
cameroon,1984,$7.31B,$769 ,7.47%
cameroon,1983,$6.87B,$743 ,6.87%
cameroon,1982,$6.61B,$731 ,7.52%
cameroon,1981,$6.61B,$749 ,17.08%
cameroon,1980,$6.67B,$783 ,-1.97%
cameroon,1979,$5.92B,$718 ,6.04%
cameroon,1978,$4.66B,$582 ,22.00%
cameroon,1977,$3.39B,$435 ,13.74%
cameroon,1976,$2.90B,$381 ,-5.50%
cameroon,1975,$2.86B,$386 ,11.25%
cameroon,1974,$2.16B,$300 ,10.73%
cameroon,1973,$1.90B,$272 ,5.36%
cameroon,1972,$1.50B,$220 ,2.67%
cameroon,1971,$1.24B,$187 ,3.48%
cameroon,1970,$1.15B,$178 ,3.09%
cameroon,1969,$1.10B,$175 ,4.90%
cameroon,1968,$1.05B,$171 ,6.35%
cameroon,1967,$0.94B,$157 ,-10.91%
cameroon,1966,$0.85B,$146 ,4.62%
cameroon,1965,$0.81B,$143 ,2.03%
cameroon,1964,$0.78B,$140 ,3.55%
cameroon,1963,$0.72B,$132 ,3.74%
cameroon,1962,$0.69B,$131 ,3.04%
cameroon,1961,$0.65B,$126 ,1.18%
cameroon,1960,$0.61B,$120 ,%
nepal,2023,$40.91B,"$1,324 ",1.95%
nepal,2022,$41.18B,"$1,348 ",5.63%
nepal,2021,$36.92B,"$1,229 ",4.84%
nepal,2020,$33.43B,"$1,139 ",-2.37%
nepal,2019,$34.19B,"$1,186 ",6.66%
nepal,2018,$33.11B,"$1,162 ",7.62%
nepal,2017,$28.97B,"$1,028 ",8.98%
nepal,2016,$24.52B,$880 ,0.43%
nepal,2015,$24.36B,$882 ,3.98%
nepal,2014,$22.73B,$828 ,6.01%
nepal,2013,$22.16B,$809 ,3.53%
nepal,2012,$21.70B,$794 ,4.67%
nepal,2011,$21.57B,$791 ,3.42%
nepal,2010,$16.00B,$589 ,4.82%
nepal,2009,$12.85B,$476 ,4.53%
nepal,2008,$12.55B,$467 ,6.10%
nepal,2007,$10.33B,$387 ,3.41%
nepal,2006,$9.04B,$341 ,3.36%
nepal,2005,$8.13B,$309 ,3.48%
nepal,2004,$7.27B,$280 ,4.68%
