Country,Trade Type,Category,Value,Year
cyprus,Export,"Electrical, electronic equipment",$94.77M,2023
cyprus,Export,Commodities not specified according to kind,$91.16M,2023
cyprus,Export,"Machinery, nuclear reactors, boilers",$83.15M,2023
cyprus,Export,"Vegetable, fruit, nut food preparations",$50.40M,2023
cyprus,Export,Edible vegetables and certain roots and tubers,$48.04M,2023
czech-republic,Export,"Vehicles other than railway, tramway",$54.05B,2024
czech-republic,Export,"Electrical, electronic equipment",$53.54B,2024
czech-republic,Export,"Machinery, nuclear reactors, boilers",$44.37B,2024
czech-republic,Export,Plastics,$8.37B,2024
czech-republic,Export,Articles of iron or steel,$7.58B,2024
czech-republic,Export,"Optical, photo, technical, medical apparatus",$6.66B,2024
czech-republic,Export,"Furniture, lighting signs, prefabricated buildings",$6.17B,2024
czech-republic,Export,Rubbers,$4.72B,2024
czech-republic,Export,"Toys, games, sports requisites",$4.69B,2024
czech-republic,Export,Pharmaceutical products,$4.41B,2024
denmark,Export,Pharmaceutical products,$21.01B,2023
denmark,Export,"Machinery, nuclear reactors, boilers",$16.12B,2023
denmark,Export,"Mineral fuels, oils, distillation products",$12.92B,2023
denmark,Export,"Electrical, electronic equipment",$9.06B,2023
denmark,Export,"Optical, photo, technical, medical apparatus",$4.78B,2023
denmark,Export,"Vehicles other than railway, tramway",$4.22B,2023
denmark,Export,Meat and edible meat offal,$3.78B,2023
denmark,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$3.66B,2023
denmark,Export,"Furniture, lighting signs, prefabricated buildings",$3.45B,2023
denmark,Export,"Dairy products, eggs, honey, edible products",$3.29B,2023
estonia,Export,"Electrical, electronic equipment",$2.81B,2023
estonia,Export,"Wood and articles of wood, wood charcoal",$2.10B,2023
estonia,Export,"Machinery, nuclear reactors, boilers",$1.86B,2023
estonia,Export,"Vehicles other than railway, tramway",$1.80B,2023
estonia,Export,"Mineral fuels, oils, distillation products",$1.78B,2023
estonia,Export,"Furniture, lighting signs, prefabricated buildings",$1.18B,2023
estonia,Export,Articles of iron or steel,$822.35M,2023
estonia,Export,"Optical, photo, technical, medical apparatus",$591.02M,2023
estonia,Export,"Animal, vegetable fats and oils, cleavage products",$553.46M,2023
estonia,Export,Plastics,$533.20M,2023
faroe-islands,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$650.94M,2009
faroe-islands,Export,"Ships, boats, and other floating structures",$42.22M,2009
faroe-islands,Export,"Mineral fuels, oils, distillation products",$21.33M,2009
faroe-islands,Export,"Residues, wastes of food industry, animal fodder",$14.95M,2009
faroe-islands,Export,Products of animal origin,$8.38M,2009
faroe-islands,Export,"Meat, fish and seafood preparations",$4.03M,2009
faroe-islands,Export,"Pulp of wood, fibrous cellulosic material, waste",$4.00M,2009
faroe-islands,Export,"Machinery, nuclear reactors, boilers",$3.24M,2009
faroe-islands,Export,Articles of iron or steel,$2.65M,2009
faroe-islands,Export,"Wadding, felt, nonwovens, yarns, twine, cordage",$2.63M,2009
finland,Export,"Machinery, nuclear reactors, boilers",$11.91B,2023
finland,Export,"Mineral fuels, oils, distillation products",$7.85B,2023
finland,Export,"Electrical, electronic equipment",$7.76B,2023
finland,Export,"Paper and paperboard, articles of pulp, paper and board",$6.82B,2023
finland,Export,Iron and steel,$5.77B,2023
finland,Export,"Vehicles other than railway, tramway",$4.33B,2023
finland,Export,"Optical, photo, technical, medical apparatus",$3.63B,2023
finland,Export,"Wood and articles of wood, wood charcoal",$3.24B,2023
finland,Export,"Pulp of wood, fibrous cellulosic material, waste",$2.95B,2023
finland,Export,"Ships, boats, and other floating structures",$2.62B,2023
france,Export,"Machinery, nuclear reactors, boilers",$71.93B,2023
france,Export,"Vehicles other than railway, tramway",$60.38B,2023
france,Export,"Electrical, electronic equipment",$49.66B,2023
france,Export,"Aircraft, spacecraft",$37.69B,2023
france,Export,Pharmaceutical products,$37.34B,2023
france,Export,"Mineral fuels, oils, distillation products",$33.45B,2023
france,Export,"Essential oils, perfumes, cosmetics, toileteries",$25.18B,2023
france,Export,Plastics,$23.18B,2023
france,Export,"Beverages, spirits and vinegar",$21.79B,2023
france,Export,"Optical, photo, technical, medical apparatus",$18.04B,2023
germany,Export,"Vehicles other than railway, tramway",$184.83B,2024
germany,Export,"Machinery, nuclear reactors, boilers",$178.36B,2024
germany,Export,"Electrical, electronic equipment",$119.07B,2024
germany,Export,Pharmaceutical products,$83.19B,2024
germany,Export,"Optical, photo, technical, medical apparatus",$57.04B,2024
germany,Export,Plastics,$43.27B,2024
germany,Export,"Aircraft, spacecraft",$25.15B,2024
germany,Export,Commodities not specified according to kind,$24.09B,2024
germany,Export,"Mineral fuels, oils, distillation products",$23.03B,2024
germany,Export,Articles of iron or steel,$22.82B,2024
greece,Export,"Mineral fuels, oils, distillation products",$16.14B,2024
greece,Export,Pharmaceutical products,$3.04B,2024
greece,Export,Aluminum,$2.85B,2024
greece,Export,"Electrical, electronic equipment",$2.44B,2024
greece,Export,"Machinery, nuclear reactors, boilers",$2.18B,2024
greece,Export,"Vegetable, fruit, nut food preparations",$1.88B,2024
greece,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$1.69B,2024
greece,Export,Plastics,$1.63B,2024
greece,Export,"Dairy products, eggs, honey, edible products",$1.58B,2024
greece,Export,"Animal, vegetable fats and oils, cleavage products",$1.21B,2024
hungary,Export,"Electrical, electronic equipment",$40.70B,2023
hungary,Export,"Vehicles other than railway, tramway",$27.54B,2023
hungary,Export,"Machinery, nuclear reactors, boilers",$22.87B,2023
hungary,Export,Pharmaceutical products,$8.46B,2023
hungary,Export,Plastics,$5.42B,2023
hungary,Export,"Mineral fuels, oils, distillation products",$4.97B,2023
hungary,Export,"Optical, photo, technical, medical apparatus",$4.28B,2023
hungary,Export,Rubbers,$3.22B,2023
hungary,Export,Articles of iron or steel,$2.03B,2023
hungary,Export,"Furniture, lighting signs, prefabricated buildings",$1.94B,2023
iceland,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$2.38B,2024
iceland,Export,Aluminum,$2.33B,2024
iceland,Export,"Optical, photo, technical, medical apparatus",$471.80M,2024
iceland,Export,"Animal, vegetable fats and oils, cleavage products",$254.04M,2024
iceland,Export,"Residues, wastes of food industry, animal fodder",$218.84M,2024
iceland,Export,Iron and steel,$215.83M,2024
iceland,Export,"Machinery, nuclear reactors, boilers",$136.00M,2024
iceland,Export,"Mineral fuels, oils, distillation products",$135.65M,2024
iceland,Export,Pharmaceutical products,$128.88M,2024
iceland,Export,"Meat, fish and seafood preparations",$102.65M,2024
ireland,Export,Pharmaceutical products,$71.56B,2023
ireland,Export,Organic chemicals,$44.59B,2023
ireland,Export,"Optical, photo, technical, medical apparatus",$19.85B,2023
ireland,Export,"Essential oils, perfumes, cosmetics, toileteries",$10.73B,2023
ireland,Export,"Electrical, electronic equipment",$10.53B,2023
ireland,Export,"Machinery, nuclear reactors, boilers",$10.17B,2023
ireland,Export,Miscellaneous chemical products,$5.39B,2023
ireland,Export,"Aircraft, spacecraft",$5.13B,2023
ireland,Export,"Dairy products, eggs, honey, edible products",$4.36B,2023
ireland,Export,Meat and edible meat offal,$4.05B,2023
italy,Export,"Machinery, nuclear reactors, boilers",$116.73B,2023
italy,Export,"Vehicles other than railway, tramway",$53.84B,2023
italy,Export,Pharmaceutical products,$50.32B,2023
italy,Export,"Electrical, electronic equipment",$44.27B,2023
italy,Export,Plastics,$24.67B,2023
italy,Export,"Mineral fuels, oils, distillation products",$23.82B,2023
italy,Export,Articles of iron or steel,$22.57B,2023
italy,Export,"Pearls, precious stones, metals, coins",$20.23B,2023
italy,Export,"Optical, photo, technical, medical apparatus",$17.32B,2023
italy,Export,Iron and steel,$17.12B,2023
latvia,Export,"Wood and articles of wood, wood charcoal",$3.26B,2024
latvia,Export,"Electrical, electronic equipment",$2.06B,2024
latvia,Export,"Mineral fuels, oils, distillation products",$1.44B,2024
latvia,Export,"Machinery, nuclear reactors, boilers",$1.05B,2024
latvia,Export,"Vehicles other than railway, tramway",$1.01B,2024
latvia,Export,"Beverages, spirits and vinegar",$857.16M,2024
latvia,Export,Cereals,$740.93M,2024
latvia,Export,Pharmaceutical products,$699.27M,2024
latvia,Export,Articles of iron or steel,$597.26M,2024
latvia,Export,"Dairy products, eggs, honey, edible products",$556.81M,2024
lithuania,Export,"Mineral fuels, oils, distillation products",$6.10B,2023
lithuania,Export,"Vehicles other than railway, tramway",$3.21B,2023
lithuania,Export,"Furniture, lighting signs, prefabricated buildings",$3.20B,2023
lithuania,Export,"Electrical, electronic equipment",$3.10B,2023
lithuania,Export,"Machinery, nuclear reactors, boilers",$2.52B,2023
lithuania,Export,Plastics,$2.20B,2023
lithuania,Export,"Wood and articles of wood, wood charcoal",$1.51B,2023
lithuania,Export,"Optical, photo, technical, medical apparatus",$1.27B,2023
lithuania,Export,Cereals,$1.22B,2023
lithuania,Export,Pharmaceutical products,$1.17B,2023
luxembourg,Export,"Machinery, nuclear reactors, boilers",$2.11B,2023
luxembourg,Export,Plastics,$1.61B,2023
luxembourg,Export,"Vehicles other than railway, tramway",$1.60B,2023
luxembourg,Export,Iron and steel,$1.44B,2023
luxembourg,Export,Articles of iron or steel,$977.26M,2023
luxembourg,Export,Rubbers,$883.21M,2023
luxembourg,Export,"Electrical, electronic equipment",$846.24M,2023
luxembourg,Export,"Dairy products, eggs, honey, edible products",$717.22M,2023
luxembourg,Export,Aluminum,$573.25M,2023
luxembourg,Export,"Paper and paperboard, articles of pulp, paper and board",$426.73M,2023
malta,Export,"Electrical, electronic equipment",$1.23B,2023
malta,Export,Pharmaceutical products,$405.57M,2023
malta,Export,"Printed books, newspapers, pictures",$344.26M,2023
malta,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$211.34M,2023
malta,Export,"Mineral fuels, oils, distillation products",$186.44M,2023
malta,Export,"Machinery, nuclear reactors, boilers",$149.99M,2023
malta,Export,"Optical, photo, technical, medical apparatus",$108.91M,2023
malta,Export,"Toys, games, sports requisites",$105.91M,2023
malta,Export,Rubbers,$96.01M,2023
malta,Export,Miscellaneous edible preparations,$93.33M,2023
moldova,Export,"Electrical, electronic equipment",$632.24M,2023
moldova,Export,"Mineral fuels, oils, distillation products",$455.36M,2023
moldova,Export,Cereals,$395.80M,2023
moldova,Export,"Oil seed, oleagic fruits, grain, seed, fruits",$283.98M,2023
moldova,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$266.08M,2023
moldova,Export,"Animal, vegetable fats and oils, cleavage products",$248.34M,2023
moldova,Export,"Beverages, spirits and vinegar",$232.45M,2023
moldova,Export,"Articles of apparel, not knit or crocheted",$187.68M,2023
moldova,Export,"Furniture, lighting signs, prefabricated buildings",$154.97M,2023
moldova,Export,Glass and glassware,$110.37M,2023
montenegro,Export,"Mineral fuels, oils, distillation products",$264.82M,2023
montenegro,Export,Aluminum,$84.46M,2023
montenegro,Export,"Wood and articles of wood, wood charcoal",$53.75M,2023
montenegro,Export,"Beverages, spirits and vinegar",$45.33M,2023
montenegro,Export,Pharmaceutical products,$44.80M,2023
montenegro,Export,Meat and edible meat offal,$27.89M,2023
montenegro,Export,"Machinery, nuclear reactors, boilers",$26.87M,2023
montenegro,Export,Ores slag and ash,$24.54M,2023
montenegro,Export,"Vehicles other than railway, tramway",$17.34M,2023
montenegro,Export,"Electrical, electronic equipment",$13.57M,2023
netherlands,Export,"Mineral fuels, oils, distillation products",$105.72B,2024
netherlands,Export,"Machinery, nuclear reactors, boilers",$99.02B,2024
netherlands,Export,"Electrical, electronic equipment",$63.61B,2024
netherlands,Export,"Optical, photo, technical, medical apparatus",$48.08B,2024
netherlands,Export,Pharmaceutical products,$39.29B,2024
netherlands,Export,Plastics,$26.45B,2024
netherlands,Export,"Vehicles other than railway, tramway",$24.94B,2024
netherlands,Export,Organic chemicals,$20.91B,2024
netherlands,Export,Miscellaneous chemical products,$16.73B,2024
netherlands,Export,"Dairy products, eggs, honey, edible products",$13.54B,2024
norway,Export,"Mineral fuels, oils, distillation products",$111.11B,2024
norway,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$15.47B,2024
norway,Export,"Machinery, nuclear reactors, boilers",$5.79B,2024
norway,Export,Commodities not specified according to kind,$5.15B,2024
norway,Export,Aluminum,$4.99B,2024
norway,Export,"Electrical, electronic equipment",$3.82B,2024
norway,Export,"Optical, photo, technical, medical apparatus",$2.17B,2024
norway,Export,Nickel,$1.63B,2024
norway,Export,Iron and steel,$1.39B,2024
norway,Export,"Vehicles other than railway, tramway",$1.38B,2024
poland,Export,"Machinery, nuclear reactors, boilers",$49.38B,2023
poland,Export,"Electrical, electronic equipment",$43.88B,2023
poland,Export,"Vehicles other than railway, tramway",$37.99B,2023
poland,Export,Plastics,$17.40B,2023
poland,Export,"Furniture, lighting signs, prefabricated buildings",$11.89B,2023
poland,Export,Articles of iron or steel,$11.83B,2023
poland,Export,"Mineral fuels, oils, distillation products",$11.44B,2023
poland,Export,Meat and edible meat offal,$8.10B,2023
poland,Export,"Optical, photo, technical, medical apparatus",$7.63B,2023
poland,Export,Rubbers,$6.77B,2023
portugal,Export,"Vehicles other than railway, tramway",$10.45B,2023
portugal,Export,"Electrical, electronic equipment",$7.19B,2023
portugal,Export,"Machinery, nuclear reactors, boilers",$5.74B,2023
portugal,Export,"Mineral fuels, oils, distillation products",$5.55B,2023
portugal,Export,Plastics,$3.95B,2023
portugal,Export,Pharmaceutical products,$2.92B,2023
portugal,Export,Articles of iron or steel,$2.62B,2023
portugal,Export,"Furniture, lighting signs, prefabricated buildings",$2.59B,2023
portugal,Export,"Articles of apparel, knit or crocheted",$2.52B,2023
portugal,Export,"Paper and paperboard, articles of pulp, paper and board",$2.48B,2023
romania,Export,"Electrical, electronic equipment",$18.21B,2023
romania,Export,"Vehicles other than railway, tramway",$15.63B,2023
romania,Export,"Machinery, nuclear reactors, boilers",$10.18B,2023
romania,Export,"Mineral fuels, oils, distillation products",$5.34B,2023
romania,Export,Cereals,$4.46B,2023
romania,Export,Rubbers,$3.63B,2023
romania,Export,Articles of iron or steel,$3.38B,2023
romania,Export,"Optical, photo, technical, medical apparatus",$3.22B,2023
romania,Export,"Furniture, lighting signs, prefabricated buildings",$3.08B,2023
romania,Export,Plastics,$2.58B,2023
russia,Export,"Mineral fuels, oils, distillation products",$212.42B,2021
russia,Export,Commodities not specified according to kind,$73.34B,2021
russia,Export,"Pearls, precious stones, metals, coins",$31.59B,2021
russia,Export,Iron and steel,$28.89B,2021
russia,Export,Fertilizers,$12.49B,2021
russia,Export,"Wood and articles of wood, wood charcoal",$11.75B,2021
russia,Export,"Machinery, nuclear reactors, boilers",$10.78B,2021
russia,Export,Cereals,$9.17B,2021
russia,Export,Aluminum,$8.67B,2021
russia,Export,Ores slag and ash,$7.43B,2021
serbia,Export,"Electrical, electronic equipment",$5.11B,2023
serbia,Export,"Machinery, nuclear reactors, boilers",$2.65B,2023
serbia,Export,"Mineral fuels, oils, distillation products",$1.88B,2023
